x: 0, y: 0Vx: 0, Vy: 0time0
x: 1.99139, y: -1.99136Vx: 0.127502, Vy: -0.131489time8.13
x: 1.99263, y: -1.99262Vx: 0.119829, Vy: -0.121489time8.14
x: 1.99379, y: -1.99379Vx: 0.111489, Vy: -0.111489time8.15
x: 1.99485, y: -1.99485Vx: 0.101489, Vy: -0.101489time8.16
x: 1.99581, y: -1.99581Vx: 0.0914885, Vy: -0.0914885time8.17
x: 1.99668, y: -1.99668Vx: 0.0814885, Vy: -0.0814885time8.18
x: 1.99744, y: -1.99744Vx: 0.0714885, Vy: -0.0714885time8.19
x: 1.99811, y: -1.99811Vx: 0.0614885, Vy: -0.0614885time8.2
x: 1.99867, y: -1.99867Vx: 0.0514885, Vy: -0.0514885time8.21
x: 1.99914, y: -1.99914Vx: 0.0414885, Vy: -0.0414885time8.22
x: 1.9995, y: -1.9995Vx: 0.0314885, Vy: -0.0314885time8.23
x: 1.99977, y: -1.99977Vx: 0.0214885, Vy: -0.0214885time8.24
x: 1.99993, y: -1.99993Vx: 0.0114885, Vy: -0.0114885time8.25
x: 2, y: -2Vx: 0.00148851, Vy: -0.00148851time8.26
x: 2.00004, y: -1.99996Vx: 0.00851149, Vy: 0.00851149time8.27
x: 2.00017, y: -1.99983Vx: 0.0185115, Vy: 0.0185115time8.28
x: 2.00041, y: -1.99959Vx: 0.0285115, Vy: 0.0285115time8.29
x: 2.00074, y: -1.99926Vx: 0.0385115, Vy: 0.0385115time8.3
x: 2.00118, y: -1.99882Vx: 0.0485115, Vy: 0.0485115time8.31
x: 2.00171, y: -1.99829Vx: 0.0585115, Vy: 0.0585115time8.32
x: 2.00235, y: -1.99765Vx: 0.0685115, Vy: 0.0685115time8.33
x: 2.00308, y: -1.99692Vx: 0.0785115, Vy: 0.0785115time8.34
x: 2.00392, y: -1.99608Vx: 0.0885115, Vy: 0.0885115time8.35
x: 2.00485, y: -1.99515Vx: 0.0985115, Vy: 0.0985115time8.36
x: 2.00589, y: -1.99411Vx: 0.108511, Vy: 0.108511time8.37
x: 2.00702, y: -1.99298Vx: 0.117544, Vy: 0.118511time8.38
x: 2.00823, y: -1.99174Vx: 0.125217, Vy: 0.128511time8.39
x: 2.00952, y: -1.99041Vx: 0.132891, Vy: 0.138511time8.4
x: 2.01089, y: -1.98897Vx: 0.140564, Vy: 0.148511time8.41
x: 2.01234, y: -1.98744Vx: 0.148237, Vy: 0.158511time8.42
x: 2.01386, y: -1.9858Vx: 0.155911, Vy: 0.168511time8.43
x: 2.01545, y: -1.98407Vx: 0.163451, Vy: 0.178511time8.44
x: 2.01711, y: -1.98223Vx: 0.167593, Vy: 0.188511time8.45
x: 2.01881, y: -1.9803Vx: 0.171735, Vy: 0.198511time8.46
x: 2.02054, y: -1.97826Vx: 0.175877, Vy: 0.208511time8.47
x: 2.02232, y: -1.97613Vx: 0.180019, Vy: 0.218511time8.48
x: 2.02414, y: -1.97389Vx: 0.184161, Vy: 0.228511time8.49
x: 2.02601, y: -1.97156Vx: 0.188304, Vy: 0.238511time8.5
x: 2.02791, y: -1.96912Vx: 0.192446, Vy: 0.248511time8.51
x: 2.02985, y: -1.96659Vx: 0.194864, Vy: 0.258511time8.52
x: 2.03181, y: -1.96395Vx: 0.19618, Vy: 0.268511time8.53
x: 2.03377, y: -1.96122Vx: 0.197497, Vy: 0.278511time8.54
x: 2.03576, y: -1.95838Vx: 0.198813, Vy: 0.288511time8.55
x: 2.03775, y: -1.95545Vx: 0.20013, Vy: 0.298511time8.56
x: 2.03976, y: -1.95241Vx: 0.201446, Vy: 0.308511time8.57
x: 2.04178, y: -1.94928Vx: 0.202763, Vy: 0.318511time8.58
x: 2.04381, y: -1.94604Vx: 0.204079, Vy: 0.328511time8.59
x: 2.04586, y: -1.9427Vx: 0.204554, Vy: 0.338511time8.6
x: 2.0479, y: -1.93927Vx: 0.204554, Vy: 0.348511time8.61
x: 2.04995, y: -1.93573Vx: 0.204554, Vy: 0.358511time8.62
x: 2.05199, y: -1.9321Vx: 0.204554, Vy: 0.368511time8.63
x: 2.05404, y: -1.92836Vx: 0.204554, Vy: 0.378511time8.64
x: 2.05609, y: -1.92453Vx: 0.204554, Vy: 0.388511time8.65
x: 2.05813, y: -1.92059Vx: 0.204554, Vy: 0.398511time8.66
x: 2.06018, y: -1.91656Vx: 0.204554, Vy: 0.408511time8.67
x: 2.06222, y: -1.91242Vx: 0.204554, Vy: 0.418511time8.68
x: 2.06427, y: -1.90819Vx: 0.204554, Vy: 0.428511time8.69
x: 2.06631, y: -1.90385Vx: 0.204554, Vy: 0.438511time8.7
x: 2.06836, y: -1.89942Vx: 0.204554, Vy: 0.448511time8.71
x: 2.0704, y: -1.89488Vx: 0.204554, Vy: 0.458511time8.72
x: 2.07245, y: -1.89025Vx: 0.204554, Vy: 0.468511time8.73
x: 2.0745, y: -1.88551Vx: 0.204554, Vy: 0.478511time8.74
x: 2.07654, y: -1.88068Vx: 0.204554, Vy: 0.488511time8.75
x: 2.07859, y: -1.87574Vx: 0.204554, Vy: 0.498511time8.76
x: 2.08063, y: -1.87071Vx: 0.204554, Vy: 0.508511time8.77
x: 2.08268, y: -1.86557Vx: 0.204554, Vy: 0.518511time8.78
x: 2.08472, y: -1.86034Vx: 0.204554, Vy: 0.528511time8.79
x: 2.08677, y: -1.855Vx: 0.204554, Vy: 0.538511time8.8
x: 2.08881, y: -1.84957Vx: 0.204554, Vy: 0.548511time8.81
x: 2.09086, y: -1.84403Vx: 0.204554, Vy: 0.558511time8.82
x: 2.09291, y: -1.8384Vx: 0.204554, Vy: 0.568511time8.83
x: 2.09495, y: -1.83266Vx: 0.204554, Vy: 0.578511time8.84
x: 2.097, y: -1.82683Vx: 0.204554, Vy: 0.588511time8.85
x: 2.09904, y: -1.82089Vx: 0.204554, Vy: 0.598511time8.86
x: 2.10109, y: -1.81486Vx: 0.204554, Vy: 0.608511time8.87
x: 2.10313, y: -1.80872Vx: 0.204554, Vy: 0.618511time8.88
x: 2.10518, y: -1.80249Vx: 0.204554, Vy: 0.628511time8.89
x: 2.10722, y: -1.79615Vx: 0.204554, Vy: 0.638511time8.9
x: 2.10927, y: -1.78972Vx: 0.204554, Vy: 0.648511time8.91
x: 2.11132, y: -1.78318Vx: 0.204554, Vy: 0.658511time8.92
x: 2.11336, y: -1.77655Vx: 0.204554, Vy: 0.668511time8.93
x: 2.11541, y: -1.76981Vx: 0.204554, Vy: 0.678511time8.94
x: 2.11745, y: -1.76298Vx: 0.204554, Vy: 0.688511time8.95
x: 2.1195, y: -1.75604Vx: 0.204554, Vy: 0.698511time8.96
x: 2.12154, y: -1.74901Vx: 0.204554, Vy: 0.708511time8.97
x: 2.12359, y: -1.74187Vx: 0.204554, Vy: 0.718511time8.98
x: 2.12563, y: -1.73464Vx: 0.204554, Vy: 0.728511time8.99
x: 2.12768, y: -1.7273Vx: 0.204554, Vy: 0.738511time9
x: 2.12973, y: -1.71987Vx: 0.204554, Vy: 0.748511time9.01
x: 2.13177, y: -1.71233Vx: 0.204554, Vy: 0.758511time9.02
x: 2.13382, y: -1.7047Vx: 0.204554, Vy: 0.768511time9.03
x: 2.13586, y: -1.69696Vx: 0.204554, Vy: 0.778511time9.04
x: 2.13791, y: -1.68912Vx: 0.204554, Vy: 0.788511time9.05
x: 2.13995, y: -1.68119Vx: 0.204554, Vy: 0.798511time9.06
x: 2.142, y: -1.67315Vx: 0.204554, Vy: 0.808511time9.07
x: 2.14404, y: -1.66502Vx: 0.204554, Vy: 0.818511time9.08
x: 2.14609, y: -1.65678Vx: 0.204554, Vy: 0.828511time9.09
x: 2.14814, y: -1.64845Vx: 0.204554, Vy: 0.838511time9.1
x: 2.15018, y: -1.64001Vx: 0.204554, Vy: 0.848511time9.11
x: 2.15223, y: -1.63148Vx: 0.204554, Vy: 0.858511time9.12
x: 2.15427, y: -1.62284Vx: 0.204554, Vy: 0.868511time9.13
x: 2.15632, y: -1.61411Vx: 0.204554, Vy: 0.877496time9.14
x: 2.15836, y: -1.6053Vx: 0.204554, Vy: 0.885169time9.15
x: 2.16041, y: -1.59641Vx: 0.204554, Vy: 0.892843time9.16
x: 2.16245, y: -1.58744Vx: 0.204554, Vy: 0.900516time9.17
x: 2.1645, y: -1.5784Vx: 0.204554, Vy: 0.908189time9.18
x: 2.16654, y: -1.56928Vx: 0.204554, Vy: 0.915862time9.19
x: 2.16859, y: -1.56008Vx: 0.204554, Vy: 0.92333time9.2
x: 2.17064, y: -1.55083Vx: 0.204554, Vy: 0.927472time9.21
x: 2.17268, y: -1.54153Vx: 0.204554, Vy: 0.931614time9.22
x: 2.17473, y: -1.53219Vx: 0.204554, Vy: 0.935756time9.23
x: 2.17677, y: -1.52282Vx: 0.204554, Vy: 0.939898time9.24
x: 2.17882, y: -1.5134Vx: 0.204554, Vy: 0.94404time9.25
x: 2.18086, y: -1.50393Vx: 0.204554, Vy: 0.948182time9.26
x: 2.18291, y: -1.49443Vx: 0.204554, Vy: 0.952325time9.27
x: 2.18495, y: -1.48489Vx: 0.204554, Vy: 0.954684time9.28
x: 2.187, y: -1.47534Vx: 0.204554, Vy: 0.956time9.29
x: 2.18905, y: -1.46577Vx: 0.204554, Vy: 0.957317time9.3
x: 2.19109, y: -1.45619Vx: 0.204554, Vy: 0.958633time9.31
x: 2.19314, y: -1.4466Vx: 0.204554, Vy: 0.95995time9.32
x: 2.19518, y: -1.437Vx: 0.204554, Vy: 0.961267time9.33
x: 2.19723, y: -1.42738Vx: 0.204554, Vy: 0.962583time9.34
x: 2.19927, y: -1.41774Vx: 0.204554, Vy: 0.9639time9.35
x: 2.20132, y: -1.4081Vx: 0.204554, Vy: 0.964347time9.36
x: 2.20336, y: -1.39846Vx: 0.204554, Vy: 0.964347time9.37
x: 2.20541, y: -1.38881Vx: 0.204554, Vy: 0.964347time9.38
x: 2.20746, y: -1.37917Vx: 0.204554, Vy: 0.964347time9.39
x: 2.2095, y: -1.36953Vx: 0.204554, Vy: 0.964347time9.4
x: 2.21155, y: -1.35988Vx: 0.204554, Vy: 0.964347time9.41
x: 2.21359, y: -1.35024Vx: 0.204554, Vy: 0.964347time9.42
x: 2.21564, y: -1.3406Vx: 0.204554, Vy: 0.964347time9.43
x: 2.21768, y: -1.33095Vx: 0.204554, Vy: 0.964347time9.44
x: 2.21973, y: -1.32131Vx: 0.204554, Vy: 0.964347time9.45
x: 2.22177, y: -1.31167Vx: 0.204554, Vy: 0.964347time9.46
x: 2.22382, y: -1.30202Vx: 0.204554, Vy: 0.964347time9.47
x: 2.22587, y: -1.29238Vx: 0.204554, Vy: 0.964347time9.48
x: 2.22791, y: -1.28274Vx: 0.204554, Vy: 0.964347time9.49
x: 2.22996, y: -1.27309Vx: 0.204554, Vy: 0.964347time9.5
x: 2.232, y: -1.26345Vx: 0.204554, Vy: 0.964347time9.51
x: 2.23405, y: -1.25381Vx: 0.204554, Vy: 0.964347time9.52
x: 2.23609, y: -1.24416Vx: 0.204554, Vy: 0.964347time9.53
x: 2.23814, y: -1.23452Vx: 0.204554, Vy: 0.964347time9.54
x: 2.24018, y: -1.22487Vx: 0.204554, Vy: 0.964347time9.55
x: 2.24223, y: -1.21523Vx: 0.204554, Vy: 0.964347time9.56
x: 2.24428, y: -1.20559Vx: 0.204554, Vy: 0.964347time9.57
x: 2.24632, y: -1.19594Vx: 0.204554, Vy: 0.964347time9.58
x: 2.24837, y: -1.1863Vx: 0.204554, Vy: 0.964347time9.59
x: 2.25041, y: -1.17666Vx: 0.204554, Vy: 0.964347time9.6
x: 2.25246, y: -1.16701Vx: 0.204554, Vy: 0.964347time9.61
x: 2.2545, y: -1.15737Vx: 0.204554, Vy: 0.964347time9.62
x: 2.25655, y: -1.14773Vx: 0.204554, Vy: 0.964347time9.63
x: 2.25859, y: -1.13808Vx: 0.204554, Vy: 0.964347time9.64
x: 2.26064, y: -1.12844Vx: 0.204554, Vy: 0.964347time9.65
x: 2.26269, y: -1.1188Vx: 0.204554, Vy: 0.964347time9.66
x: 2.26473, y: -1.10915Vx: 0.204554, Vy: 0.964347time9.67
x: 2.26678, y: -1.09951Vx: 0.204554, Vy: 0.964347time9.68
x: 2.26882, y: -1.08987Vx: 0.204554, Vy: 0.964347time9.69
x: 2.27087, y: -1.08022Vx: 0.204554, Vy: 0.964347time9.7
x: 2.27291, y: -1.07058Vx: 0.204554, Vy: 0.964347time9.71
x: 2.27496, y: -1.06094Vx: 0.204554, Vy: 0.964347time9.72
x: 2.277, y: -1.05129Vx: 0.204554, Vy: 0.964347time9.73
x: 2.27905, y: -1.04165Vx: 0.204554, Vy: 0.964347time9.74
x: 2.28109, y: -1.03201Vx: 0.204554, Vy: 0.964347time9.75
x: 2.28314, y: -1.02236Vx: 0.204554, Vy: 0.964347time9.76
x: 2.28519, y: -1.01272Vx: 0.204554, Vy: 0.964347time9.77
x: 2.28723, y: -1.00308Vx: 0.204554, Vy: 0.964347time9.78
x: 2.28928, y: -0.993432Vx: 0.204554, Vy: 0.964347time9.79
x: 2.29132, y: -0.983788Vx: 0.204554, Vy: 0.964347time9.8
x: 2.29337, y: -0.974145Vx: 0.204554, Vy: 0.964347time9.81
x: 2.29541, y: -0.964501Vx: 0.204554, Vy: 0.964347time9.82
x: 2.29746, y: -0.954858Vx: 0.204554, Vy: 0.964347time9.83
x: 2.2995, y: -0.945214Vx: 0.204554, Vy: 0.964347time9.84
x: 2.30155, y: -0.935571Vx: 0.204554, Vy: 0.964347time9.85
x: 2.3036, y: -0.925927Vx: 0.204554, Vy: 0.964347time9.86
x: 2.30564, y: -0.916284Vx: 0.204554, Vy: 0.964347time9.87
x: 2.30769, y: -0.90664Vx: 0.204554, Vy: 0.964347time9.88
x: 2.30973, y: -0.896997Vx: 0.204554, Vy: 0.964347time9.89
x: 2.31178, y: -0.887354Vx: 0.204554, Vy: 0.964347time9.9
x: 2.31382, y: -0.87771Vx: 0.204554, Vy: 0.964347time9.91
x: 2.31587, y: -0.868067Vx: 0.204554, Vy: 0.964347time9.92
x: 2.31791, y: -0.858423Vx: 0.204554, Vy: 0.964347time9.93
x: 2.31996, y: -0.84878Vx: 0.204554, Vy: 0.964347time9.94
x: 2.32201, y: -0.839136Vx: 0.204554, Vy: 0.964347time9.95
x: 2.32405, y: -0.829493Vx: 0.204554, Vy: 0.964347time9.96
x: 2.3261, y: -0.819849Vx: 0.204554, Vy: 0.964347time9.97
x: 2.32814, y: -0.810206Vx: 0.204554, Vy: 0.964347time9.98
x: 2.33019, y: -0.800562Vx: 0.204554, Vy: 0.964347time9.99
x: 2.33223, y: -0.790919Vx: 0.204554, Vy: 0.964347time10
x: 2.33428, y: -0.781275Vx: 0.204554, Vy: 0.964347time10.01
x: 2.33632, y: -0.771632Vx: 0.204554, Vy: 0.964347time10.02
x: 2.33837, y: -0.761988Vx: 0.204554, Vy: 0.964347time10.03
x: 2.34042, y: -0.752345Vx: 0.204554, Vy: 0.964347time10.04
x: 2.34246, y: -0.742702Vx: 0.204554, Vy: 0.964347time10.05
x: 2.34451, y: -0.733058Vx: 0.204554, Vy: 0.964347time10.06
x: 2.34655, y: -0.723415Vx: 0.204554, Vy: 0.964347time10.07
x: 2.3486, y: -0.713771Vx: 0.204554, Vy: 0.964347time10.08
x: 2.35064, y: -0.704128Vx: 0.204554, Vy: 0.964347time10.09
x: 2.35269, y: -0.694484Vx: 0.204554, Vy: 0.964347time10.1
x: 2.35473, y: -0.684841Vx: 0.204554, Vy: 0.964347time10.11
x: 2.35678, y: -0.675197Vx: 0.204554, Vy: 0.964347time10.12
x: 2.35883, y: -0.665554Vx: 0.204554, Vy: 0.964347time10.13
x: 2.36087, y: -0.65591Vx: 0.204554, Vy: 0.964347time10.14
x: 2.36292, y: -0.646267Vx: 0.204554, Vy: 0.964347time10.15
x: 2.36496, y: -0.636623Vx: 0.204554, Vy: 0.964347time10.16
x: 2.36701, y: -0.62698Vx: 0.204554, Vy: 0.964347time10.17
x: 2.36905, y: -0.617336Vx: 0.204554, Vy: 0.964347time10.18
x: 2.3711, y: -0.607693Vx: 0.204554, Vy: 0.964347time10.19
x: 2.37314, y: -0.59805Vx: 0.204554, Vy: 0.964347time10.2
x: 2.37519, y: -0.588406Vx: 0.204554, Vy: 0.964347time10.21
x: 2.37724, y: -0.578763Vx: 0.204554, Vy: 0.964347time10.22
x: 2.37928, y: -0.569119Vx: 0.204554, Vy: 0.964347time10.23
x: 2.38133, y: -0.559476Vx: 0.204554, Vy: 0.964347time10.24
x: 2.38337, y: -0.549832Vx: 0.204554, Vy: 0.964347time10.25
x: 2.38542, y: -0.540189Vx: 0.204554, Vy: 0.964347time10.26
x: 2.38746, y: -0.530545Vx: 0.204554, Vy: 0.964347time10.27
x: 2.38951, y: -0.520902Vx: 0.204554, Vy: 0.964347time10.28
x: 2.39155, y: -0.511258Vx: 0.204554, Vy: 0.964347time10.29
x: 2.3936, y: -0.501615Vx: 0.204554, Vy: 0.964347time10.3
x: 2.39564, y: -0.491971Vx: 0.204554, Vy: 0.964347time10.31
x: 2.39769, y: -0.482328Vx: 0.204554, Vy: 0.964347time10.32
x: 2.39974, y: -0.472684Vx: 0.204554, Vy: 0.964347time10.33
x: 2.40178, y: -0.463041Vx: 0.204554, Vy: 0.964347time10.34
x: 2.40383, y: -0.453398Vx: 0.204554, Vy: 0.964347time10.35
x: 2.40587, y: -0.443754Vx: 0.204554, Vy: 0.964347time10.36
x: 2.40792, y: -0.434111Vx: 0.204554, Vy: 0.964347time10.37
x: 2.40996, y: -0.424467Vx: 0.204554, Vy: 0.964347time10.38
x: 2.41201, y: -0.414824Vx: 0.204554, Vy: 0.964347time10.39
x: 2.41405, y: -0.40518Vx: 0.204554, Vy: 0.964347time10.4
x: 2.4161, y: -0.395537Vx: 0.204554, Vy: 0.964347time10.41
x: 2.41815, y: -0.385893Vx: 0.204554, Vy: 0.964347time10.42
x: 2.42019, y: -0.37625Vx: 0.204554, Vy: 0.964347time10.43
x: 2.42224, y: -0.366606Vx: 0.204554, Vy: 0.964347time10.44
x: 2.42428, y: -0.356963Vx: 0.204554, Vy: 0.964347time10.45
x: 2.42633, y: -0.347319Vx: 0.204554, Vy: 0.964347time10.46
x: 2.42837, y: -0.337676Vx: 0.204554, Vy: 0.964347time10.47
x: 2.43042, y: -0.328032Vx: 0.204554, Vy: 0.964347time10.48
x: 2.43246, y: -0.318389Vx: 0.204554, Vy: 0.964347time10.49
x: 2.43451, y: -0.308745Vx: 0.204554, Vy: 0.964347time10.5
x: 2.43656, y: -0.299102Vx: 0.204554, Vy: 0.964347time10.51
x: 2.4386, y: -0.289459Vx: 0.204554, Vy: 0.964347time10.52
x: 2.44065, y: -0.279815Vx: 0.204554, Vy: 0.964347time10.53
x: 2.44269, y: -0.270172Vx: 0.204554, Vy: 0.964347time10.54
x: 2.44474, y: -0.260528Vx: 0.204554, Vy: 0.964347time10.55
x: 2.44678, y: -0.250885Vx: 0.204554, Vy: 0.964347time10.56
x: 2.44883, y: -0.241241Vx: 0.204554, Vy: 0.964347time10.57
x: 2.45087, y: -0.231598Vx: 0.204554, Vy: 0.964347time10.58
x: 2.45292, y: -0.221954Vx: 0.204554, Vy: 0.964347time10.59
x: 2.45497, y: -0.212311Vx: 0.204554, Vy: 0.964347time10.6
x: 2.45701, y: -0.202667Vx: 0.204554, Vy: 0.964347time10.61
x: 2.45906, y: -0.193024Vx: 0.204554, Vy: 0.964347time10.62
x: 2.4611, y: -0.18338Vx: 0.204554, Vy: 0.964347time10.63
x: 2.46315, y: -0.173737Vx: 0.204554, Vy: 0.964347time10.64
x: 2.46519, y: -0.164093Vx: 0.204554, Vy: 0.964347time10.65
x: 2.46724, y: -0.15445Vx: 0.204554, Vy: 0.964347time10.66
x: 2.46928, y: -0.144807Vx: 0.204554, Vy: 0.964347time10.67
x: 2.47133, y: -0.135163Vx: 0.204554, Vy: 0.964347time10.68
x: 2.47338, y: -0.12552Vx: 0.204554, Vy: 0.964347time10.69
x: 2.47542, y: -0.115876Vx: 0.204554, Vy: 0.964347time10.7
x: 2.47747, y: -0.106233Vx: 0.204554, Vy: 0.964347time10.71
x: 2.47951, y: -0.0965892Vx: 0.204554, Vy: 0.964347time10.72
x: 2.48156, y: -0.0869458Vx: 0.204554, Vy: 0.964347time10.73
x: 2.4836, y: -0.0773023Vx: 0.204554, Vy: 0.964347time10.74
x: 2.48565, y: -0.0676588Vx: 0.204554, Vy: 0.964347time10.75
x: 2.48769, y: -0.0580154Vx: 0.204554, Vy: 0.964347time10.76
x: 2.48974, y: -0.0483719Vx: 0.204554, Vy: 0.964347time10.77
x: 2.49179, y: -0.0387284Vx: 0.204554, Vy: 0.964347time10.78
x: 2.49383, y: -0.029085Vx: 0.204554, Vy: 0.964347time10.79
x: 2.49588, y: -0.0194415Vx: 0.204554, Vy: 0.964347time10.8
x: 2.49792, y: -0.00979802Vx: 0.204554, Vy: 0.964347time10.81
x: 2.49997, y: -0.000154549Vx: 0.204554, Vy: 0.964347time10.82
x: 2.50201, y: 0.00948892Vx: 0.204554, Vy: 0.964347time10.83
x: 2.50406, y: 0.0191324Vx: 0.204554, Vy: 0.964347time10.84
x: 2.5061, y: 0.0287759Vx: 0.204554, Vy: 0.964347time10.85
x: 2.50815, y: 0.0384193Vx: 0.204554, Vy: 0.964347time10.86
x: 2.51019, y: 0.0480628Vx: 0.204554, Vy: 0.964347time10.87
x: 2.51224, y: 0.0577063Vx: 0.204554, Vy: 0.964347time10.88
x: 2.51429, y: 0.0673497Vx: 0.204554, Vy: 0.964347time10.89
x: 2.51633, y: 0.0769932Vx: 0.204554, Vy: 0.964347time10.9
x: 2.51838, y: 0.0866367Vx: 0.204554, Vy: 0.964347time10.91
x: 2.52042, y: 0.0962801Vx: 0.204554, Vy: 0.964347time10.92
x: 2.52247, y: 0.105924Vx: 0.204554, Vy: 0.964347time10.93
x: 2.52451, y: 0.115567Vx: 0.204554, Vy: 0.964347time10.94
x: 2.52656, y: 0.125211Vx: 0.204554, Vy: 0.964347time10.95
x: 2.5286, y: 0.134854Vx: 0.204554, Vy: 0.964347time10.96
x: 2.53065, y: 0.144497Vx: 0.204554, Vy: 0.964347time10.97
x: 2.5327, y: 0.154141Vx: 0.204554, Vy: 0.964347time10.98
x: 2.53474, y: 0.163784Vx: 0.204554, Vy: 0.964347time10.99
x: 2.53679, y: 0.173428Vx: 0.204554, Vy: 0.964347time11
x: 2.53883, y: 0.183071Vx: 0.204554, Vy: 0.964347time11.01
x: 2.54088, y: 0.192715Vx: 0.204554, Vy: 0.964347time11.02
x: 2.54292, y: 0.202358Vx: 0.204554, Vy: 0.964347time11.03
x: 2.54497, y: 0.212002Vx: 0.204554, Vy: 0.964347time11.04
x: 2.54701, y: 0.221645Vx: 0.204554, Vy: 0.964347time11.05
x: 2.54906, y: 0.231289Vx: 0.204554, Vy: 0.964347time11.06
x: 2.55111, y: 0.240932Vx: 0.204554, Vy: 0.964347time11.07
x: 2.55315, y: 0.250576Vx: 0.204554, Vy: 0.964347time11.08
x: 2.5552, y: 0.260219Vx: 0.204554, Vy: 0.964347time11.09
x: 2.55724, y: 0.269863Vx: 0.204554, Vy: 0.964347time11.1
x: 2.55929, y: 0.279506Vx: 0.204554, Vy: 0.964347time11.11
x: 2.56133, y: 0.289149Vx: 0.204554, Vy: 0.964347time11.12
x: 2.56338, y: 0.298793Vx: 0.204554, Vy: 0.964347time11.13
x: 2.56542, y: 0.308436Vx: 0.204554, Vy: 0.964347time11.14
x: 2.56747, y: 0.31808Vx: 0.204554, Vy: 0.964347time11.15
x: 2.56952, y: 0.327723Vx: 0.204554, Vy: 0.964347time11.16
x: 2.57156, y: 0.337367Vx: 0.204554, Vy: 0.964347time11.17
x: 2.57361, y: 0.34701Vx: 0.204554, Vy: 0.964347time11.18
x: 2.57565, y: 0.356654Vx: 0.204554, Vy: 0.964347time11.19
x: 2.5777, y: 0.366297Vx: 0.204554, Vy: 0.964347time11.2
x: 2.57974, y: 0.375941Vx: 0.204554, Vy: 0.964347time11.21
x: 2.58179, y: 0.385584Vx: 0.204554, Vy: 0.964347time11.22
x: 2.58383, y: 0.395228Vx: 0.204554, Vy: 0.964347time11.23
x: 2.58588, y: 0.404871Vx: 0.204554, Vy: 0.964347time11.24
x: 2.58793, y: 0.414515Vx: 0.204554, Vy: 0.964347time11.25
x: 2.58997, y: 0.424158Vx: 0.204554, Vy: 0.964347time11.26
x: 2.59202, y: 0.433801Vx: 0.204554, Vy: 0.964347time11.27
x: 2.59406, y: 0.443445Vx: 0.204554, Vy: 0.964347time11.28
x: 2.59611, y: 0.453088Vx: 0.204554, Vy: 0.964347time11.29
x: 2.59815, y: 0.462732Vx: 0.204554, Vy: 0.964347time11.3
x: 2.6002, y: 0.472375Vx: 0.204554, Vy: 0.964347time11.31
x: 2.60224, y: 0.482019Vx: 0.204554, Vy: 0.964347time11.32
x: 2.60429, y: 0.491662Vx: 0.204554, Vy: 0.964347time11.33
x: 2.60634, y: 0.501306Vx: 0.204554, Vy: 0.964347time11.34
x: 2.60838, y: 0.510949Vx: 0.204554, Vy: 0.964347time11.35
x: 2.61043, y: 0.520593Vx: 0.204554, Vy: 0.964347time11.36
x: 2.61247, y: 0.530236Vx: 0.204554, Vy: 0.964347time11.37
x: 2.61452, y: 0.53988Vx: 0.204554, Vy: 0.964347time11.38
x: 2.61656, y: 0.549523Vx: 0.204554, Vy: 0.964347time11.39
x: 2.61861, y: 0.559167Vx: 0.204554, Vy: 0.964347time11.4
x: 2.62065, y: 0.56881Vx: 0.204554, Vy: 0.964347time11.41
x: 2.6227, y: 0.578453Vx: 0.204554, Vy: 0.964347time11.42
x: 2.62474, y: 0.588097Vx: 0.204554, Vy: 0.964347time11.43
x: 2.62679, y: 0.59774Vx: 0.204554, Vy: 0.964347time11.44
x: 2.62884, y: 0.607384Vx: 0.204554, Vy: 0.964347time11.45
x: 2.63088, y: 0.617027Vx: 0.204554, Vy: 0.964347time11.46
x: 2.63293, y: 0.626671Vx: 0.204554, Vy: 0.964347time11.47
x: 2.63497, y: 0.636314Vx: 0.204554, Vy: 0.964347time11.48
x: 2.63702, y: 0.645958Vx: 0.204554, Vy: 0.964347time11.49
x: 2.63906, y: 0.655601Vx: 0.204554, Vy: 0.964347time11.5
x: 2.64111, y: 0.665245Vx: 0.204554, Vy: 0.964347time11.51
x: 2.64315, y: 0.674888Vx: 0.204554, Vy: 0.964347time11.52
x: 2.6452, y: 0.684532Vx: 0.204554, Vy: 0.964347time11.53
x: 2.64725, y: 0.694175Vx: 0.204554, Vy: 0.964347time11.54
x: 2.64929, y: 0.703819Vx: 0.204554, Vy: 0.964347time11.55
x: 2.65134, y: 0.713462Vx: 0.204554, Vy: 0.964347time11.56
x: 2.65338, y: 0.723105Vx: 0.204554, Vy: 0.964347time11.57
x: 2.65543, y: 0.732749Vx: 0.204554, Vy: 0.964347time11.58
x: 2.65747, y: 0.742392Vx: 0.204554, Vy: 0.964347time11.59
x: 2.65952, y: 0.752036Vx: 0.204554, Vy: 0.964347time11.6
x: 2.66156, y: 0.761679Vx: 0.204554, Vy: 0.964347time11.61
x: 2.66361, y: 0.771323Vx: 0.204554, Vy: 0.964347time11.62
x: 2.66566, y: 0.780966Vx: 0.204554, Vy: 0.964347time11.63
x: 2.6677, y: 0.79061Vx: 0.204554, Vy: 0.964347time11.64
x: 2.66975, y: 0.800253Vx: 0.204554, Vy: 0.964347time11.65
x: 2.67179, y: 0.809897Vx: 0.204554, Vy: 0.964347time11.66
x: 2.67384, y: 0.81954Vx: 0.204554, Vy: 0.964347time11.67
x: 2.67588, y: 0.829184Vx: 0.204554, Vy: 0.964347time11.68
x: 2.67793, y: 0.838827Vx: 0.204554, Vy: 0.964347time11.69
